number,symbols,symbol_converted,fiber_converted,fiber,garment,L_1,S_1,소분류,색상,프린팅,소재,디테일,이숙종C_1차,이숙종C_2차,세풍_1차,세풍_2차,L_1,L_2,S_1,S_2,r,g,b,color,color2,new_color2,symbol_converted.1,fiber_converted,fiber_converted2
474, dry-kr_shadow hand-wash-jp iron_do-not bleach_do-not,"[0, 9, 21, 3]",['폴리에스터'], 폴리에스터_100%,패딩,1,1,패딩,"[['#958b84', 0.953412], ['#4e545b', 0.046588026]]",['무지'],['합성섬유'],"['퀼팅', '포켓', '후드']",5,0,5,0,1,-1,1,-1,149,139,132,light,idk,light,"[0, 9, 21, 3]",['폴리에스터'],[0]
476, hand-wash-jp iron_do bleach_do-not wring-jp_do dry-kr_shadow,"[9, 1, 3, 10, 0]","['레이온', '폴리에스터']", 레이온_50%|폴리에스터_50%,셔츠,0,0,셔츠,"[['#5a789a', 0.9722366], ['#58646d', 0.027763408]]",['무지'],['면'],['단추'],1,9,1,6,0,3,0,2,90,120,154,dark,dark,dark,"[9, 1, 3, 10, 0]","['레이온', '폴리에스터']","[8, 0]"
477, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 9, 3, 10, 0, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#cbd7d2', 0.8494173], ['#ad6d68', 0.11598689], ['#677283', 0.034595776]]",['레터링'],['면'],['null'],3,11,3,8,0,3,0,2,203,215,210,light,white,light,"[6, 9, 3, 10, 0, 7]",['면'],[1]
479, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['면'], 면_100%,니트웨어,0,0,스웨터,"[['#a75d67', 0.8027923], ['#c5aeb1', 0.037895788], ['#dadcd0', 0.07604089], ['#4e545b', 0.013462977], ['#805466', 0.040139616]]",['그래픽'],['면'],['null'],1,9,1,6,0,3,0,2,167,93,103,dark,dark,dark,"[6, 0, 9, 3]",['면'],[1]
480, wring-jp_do wash-jp_do dry-clean-kr_do bleach_do-not,"[10, 4, 2, 3]",['폴리에스터'], 폴리_100%,캐주얼상의,0,2,스웨트셔츠,"[['#bfcdcc', 0.98448724], ['#8c9dad', 0.0155127365]]",['무지'],['면'],['null'],2,10,7,10,0,3,2,3,191,205,204,light,dark,dark,"[10, 4, 2, 3]",['폴리에스터'],[0]
481, dry-kr_shadow dry-clean-kr_do-not hand-wash-jp bleach_do-not,"[0, 7, 9, 3]","['면', '폴리에스터']", 면_100%|폴리에스터_100%,재킷,0,0,재킷,"[['#bfc8c3', 0.96983975], ['#92949b', 0.020028275], ['#66676d', 0.010131951]]",['도트'],['합성섬유'],['포켓'],1,0,1,6,0,-1,0,2,191,200,195,light,dark,dark,"[0, 7, 9, 3]","['면', '폴리에스터']","[1, 0]"
482, hand-wash-jp bleach_do-not wring-jp_do iron_do-not dry-kr_shadow flame-warn-kr,"[9, 3, 10, 21, 0, 8]",['폴리에스터'], 폴리에스터_100%,재킷,0,0,바람막이,"[['#bfc8c3', 0.979708], ['#838487', 0.020292006]]",['무지'],['합성섬유'],"['후드', '집업', '포켓']",2,0,1,6,0,-1,0,2,191,200,195,light,dark,dark,"[9, 3, 10, 21, 0, 8]",['폴리에스터'],[0]
483, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not wring-jp_do dry-kr_shadow wash-jp_do-not,"[6, 2, 27, 3, 10, 0, 22]","['모', '모', '깃털', '나일론', '폴리에스터', '솜털', '폴리에스터']", 모(여우)_10%|모(양모)_32%|깃털_20%|나일론_36%|폴리에스터_22%|솜털_80%|폴리에스터_100%,니트웨어,4,3,가디건,"[['#bcc8c6', 0.9631607], ['#585e6f', 0.020021357], ['#7f8793', 0.016817939]]",['무지'],['니트'],"['포켓', '롤업']",13,0,10,0,4,-1,3,-1,188,200,198,light,idk,light,"[6, 2, 27, 3, 10, 0, 22]","['모', '모', '깃털', '나일론', '폴리에스터', '솜털', '폴리에스터']","[6, 6, 5, 4, 0, 3, 0]"
484, iron_do-with-cloth dry-clean_do-not hand-wash-jp iron_do bleach_do-not hand-wash dry_shadow dry-kr_shadow dry-clean-kr_do-not,"[6, 17, 9, 1, 3, 25, 14, 0, 7]","['면', '폴리에스터', '면']", 면_100%|폴리에스터_35%|면_65%,셔츠,0,0,셔츠,"[['#697a7e', 0.91393614], ['#4e545b', 0.08606388]]",['무지'],['면'],['단추'],3,11,1,6,0,3,0,2,105,122,126,dark,white,light,"[6, 17, 9, 1, 3, 25, 14, 0, 7]","['면', '폴리에스터', '면']","[1, 0, 1]"
486, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 9, 16, 3, 0]","['면', '폴리에스터']", 면_77%|폴리에스터_23%,팬츠,0,0,스웨트팬츠,"[['#ff6f61', 0.45498666], ['#eec4be', 0.0131036155], ['#cbdcdf', 0.27274933], ['#a2b9c2', 0.020626063], ['#305679', 0.14632371]]",['무지'],['면'],['포켓'],2,10,2,7,0,3,0,2,255,111,97,light,dark,dark,"[6, 9, 16, 3, 0]","['면', '폴리에스터']","[1, 0]"
487, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do dry-kr_shadow,"[6, 2, 3, 4, 0]",['면'], 면_100%,캐주얼상의,3,0,티셔츠,"[['#bfc8c3', 0.9266087], ['#98a0a5', 0.015652174], ['#7e7d88', 0.011130434], ['#2c2a33', 0.046608694]]",['무지'],['면'],['드롭숄더'],11,0,3,8,3,-1,0,2,191,200,195,light,white,light,"[6, 2, 3, 4, 0]",['면'],[1]
488, hand-wash-jp bleach_do-not iron_do-not dry-kr_shadow dry-clean-kr_do-not,"[9, 3, 21, 0, 7]","['폴리에스터', '깃털', '솜털', '폴리에스터', '면', '모피']", 폴리에스터_85%|깃털_20%|솜털_80%|폴리에스터_100%|면_153%|라쿤_0%,재킷,1,1,바람막이,"[['#d94f70', 0.97168887], ['#4e5055', 0.028311143]]",['무지'],['합성섬유'],"['후드', '포켓']",5,0,5,0,1,-1,1,-1,217,79,112,dark,idk,dark,"[9, 3, 21, 0, 7]","['폴리에스터', '깃털', '솜털', '폴리에스터', '면', '모피']","[0, 5, 3, 0, 1, 9]"
490, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]","['마', '면', '폴리에스터', '면', '폴리우레탄']", 마(린넨)_25%|면_28%|폴리에스터_44%|면_100%|폴리우레탄_3%,재킷,3,3,테일러드재킷,"[['#58646d', 1.0]]",['무지'],['합성섬유'],"['포켓', '단추']",12,0,9,6,3,-1,3,2,88,100,109,dark,idk,dark,"[6, 2, 27, 3, 0]","['마', '면', '폴리에스터', '면', '폴리우레탄']","[7, 1, 0, 1, 2]"
491, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['폴리에스터'], 폴리에스터_100%,팬츠,0,0,스웨트팬츠,"[['#3cadd4', 0.8862443], ['#008db9', 0.02520126], ['#5bacc3', 0.015750788], ['#d8e9e5', 0.026951348], ['#305679', 0.01680084]]",['무지'],['저지'],['포켓'],2,0,2,7,0,-1,0,2,60,173,212,light,dark,dark,"[6, 0, 9, 3]",['폴리에스터'],[0]
492, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['면', '폴리에스터', '마', '레이온', '폴리우레탄']", 면_23%|폴리에스터_15%|마_28%|레이온_32%|폴리우레탄_2%,캐주얼상의,2,3,티셔츠,"[['#b0b7be', 0.95616436], ['#434854', 0.015525114], ['#804f5a', 0.028310502]]",['무지'],['면'],"['슬릿', '스티치']",7,0,10,7,2,-1,3,2,176,183,190,light,dark,dark,"[6, 9, 3, 10, 0]","['면', '폴리에스터', '마', '레이온', '폴리우레탄']","[1, 0, 7, 8, 2]"
493, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['폴리우레탄', '폴리에스터', '나일론']", 폴리우레탄_14%|폴리에스터_100%|나일론_86%,캐주얼상의,0,2,폴로셔츠,"[['#008db9', 0.8873435], ['#384c67', 0.11265647]]",['스트라이프'],['저지'],['집업'],1,0,6,1,0,-1,2,0,0,141,185,dark,dark,dark,"[6, 9, 3, 10, 0]","['폴리우레탄', '폴리에스터', '나일론']","[2, 0, 4]"
494, iron_do-with-cloth bleach_do-not bleach-jp_do-not dry-jp_shadow wash-jp_do dry-kr_shadow dry-clean-kr_do-not,"[6, 3, 13, 15, 4, 0, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#bfc8c3', 0.9657611], ['#677283', 0.021057708], ['#363b48', 0.01318116]]",['무지'],['면'],['null'],3,11,1,6,0,3,0,2,191,200,195,light,white,light,"[6, 3, 13, 15, 4, 0, 7]",['면'],[1]
497, bleach_do-not dry-clean-kr_do-not wash-jp_do iron_do-not tumble-dry_do-not flame-warn-kr,"[3, 7, 4, 21, 5, 8]","['폴리우레탄', '폴리에스터']", 폴리우레탄_4%|폴리에스터_96%,셔츠,0,0,셔츠,"[['#686d6c', 1.0]]",['무지'],['합성섬유'],['단추'],2,0,2,7,0,-1,0,2,104,109,108,dark,dark,dark,"[3, 7, 4, 21, 5, 8]","['폴리우레탄', '폴리에스터']","[2, 0]"
498, iron_do-with-cloth dry-clean_do-not hand-wash-jp bleach_do-not dry-kr_shadow,"[6, 17, 9, 3, 0]","['폴리에스터', '폴리우레탄', '면']", 폴리에스터_31%|폴리우레탄_2%|면_673%,청바지,0,2,청바지,"[['#8abad3', 0.92863584], ['#5c798e', 0.05859375], ['#46515a', 0.012770433]]",['무지'],['데님'],"['포켓', '단추', '컷오프']",2,0,7,2,0,-1,2,0,138,186,211,light,dark,dark,"[6, 17, 9, 3, 0]","['폴리에스터', '폴리우레탄', '면']","[0, 2, 1]"
499, iron_do-with-cloth bleach_do wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 18, 4, 5, 0, 7]","['폴리우레탄', '면']", 폴리우레탄_6%|면_94%,청바지,0,0,청바지,"[['#2a6a8b', 0.965535], ['#46515a', 0.034465022]]",['무지'],['데님'],"['포켓', '슬릿']",2,0,2,7,0,-1,0,2,42,106,139,dark,dark,dark,"[6, 18, 4, 5, 0, 7]","['폴리우레탄', '면']","[2, 1]"
500, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do dry-kr_shadow,"[6, 2, 3, 4, 0]","['면', '폴리우레탄']", 면_97%|폴리우레탄_3%,팬츠,0,3,슬랙스,"[['#5c798e', 0.97147286], ['#4e545b', 0.028527131]]",['무지'],['면'],"['포켓', '단추']",2,10,10,7,0,3,3,2,92,121,142,dark,dark,dark,"[6, 2, 3, 4, 0]","['면', '폴리우레탄']","[1, 2]"
501, dry-kr_shadow wring-jp_do-not dry-clean-kr_do bleach_do-not,"[0, 16, 2, 3]",['폴리에스터'], 폴리에스터_100%,캐주얼상의,3,3,후드,"[['#5d89b3', 0.9556559], ['#46515a', 0.03266065], ['#717388', 0.011683484]]",['무지'],['면'],"['후드', '스트랩']",11,0,11,8,3,-1,3,2,93,137,179,light,white,light,"[0, 16, 2, 3]",['폴리에스터'],[0]
502, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['면'], 면_100%,셔츠,0,0,셔츠,"[['#5d96bc', 0.9100726], ['#a5cfd5', 0.067150995], ['#363838', 0.02277636]]",['체크'],['면'],"['단추', '포켓']",2,0,4,7,0,-1,0,2,93,150,188,light,dark,dark,"[6, 0, 9, 3]",['면'],[1]
503, wash_do-perm-press iron_do-with-cloth dry-clean_do-not wash_do iron_do bleach_do-not dry_shadow wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[12, 6, 17, 23, 1, 3, 14, 4, 5, 0, 7]","['면', '면']", 면_100%|COTTON_100%,캐주얼상의,0,0,티셔츠,"[['#4e545b', 1.0]]",['레터링'],['면'],['null'],3,0,1,6,0,-1,0,2,78,84,91,dark,white,light,"[12, 6, 17, 23, 1, 3, 14, 4, 5, 0, 7]","['면', '면']","[1, 1]"
505, dry-clean_do-not bleach_do wash_do iron_do tumble-dry_do,"[17, 18, 23, 1, 19]",['폴리에스터'], Polyester_100%,재킷,3,0,재킷,"[['#f7f7f7', 0.9767839], ['#79839b', 0.012632297], ['#bfcad6', 0.010583817]]",['무지'],['합성섬유'],"['퀼팅', '포켓', '단추']",10,2,2,7,3,0,0,2,247,247,247,light,dark,dark,"[17, 18, 23, 1, 19]",['폴리에스터'],[0]
506, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not flame-warn-kr,"[6, 9, 16, 3, 8]",['폴리에스터'], 폴리에스터_100%,블라우스,3,2,블라우스,"[['#b9bcb6', 0.98806405], ['#7f8793', 0.011935953]]",['무지'],['면'],['단추'],9,0,7,10,3,-1,2,3,185,188,182,light,dark,dark,"[6, 9, 16, 3, 8]",['폴리에스터'],[0]
507, dry-clean_do-not hand-wash-jp wring-jp_do-not bleach_do-not dry-clean-kr_do-not hand-wash dry_shadow dry-kr_shadow flame-warn-kr,"[17, 9, 16, 3, 7, 25, 14, 0, 8]","['마', '면', '면', '폴리에스터', '마', '폴리에스터']", 마_51%|Cotton_49%|면_49%|Polyester_100%|Linen_51%|폴리에스터_100%,모자,2,2,버킷햇,"[['#f97272', 0.9651707], ['#ac4b55', 0.021660024], ['#f88180', 0.013169295]]",['무지'],['면'],['스트랩'],8,0,6,0,2,-1,2,-1,249,114,114,light,white,light,"[17, 9, 16, 3, 7, 25, 14, 0, 8]","['마', '면', '면', '폴리에스터', '마', '폴리에스터']","[7, 1, 1, 0, 7, 0]"
508, iron_do-with-cloth dry-kr_shadow wash-jp_do bleach_do-not,"[6, 0, 4, 3]","['폴리우레탄', '면']", 폴리우레탄_2%|면_98%,청바지,0,0,청바지,"[['#79b5db', 0.9708001], ['#5f5e62', 0.029199922]]",['무지'],['데님'],"['포켓', '단추']",2,0,2,7,0,-1,0,2,121,181,219,light,dark,dark,"[6, 0, 4, 3]","['폴리우레탄', '면']","[2, 1]"
509, iron_do-with-cloth dry-clean-kr_do hand-wash-jp iron_do bleach_do-not bleach-jp_do-not tumble-dry_do-not dry-kr_shadow,"[6, 2, 9, 1, 3, 13, 5, 0]","['폴리에스터', '폴리우레탄', '면']", 폴리에스터_70%|폴리우레탄_3%|면_27%,팬츠,0,0,스웨트팬츠,"[['#babfbc', 0.9628295], ['#84898c', 0.024104528], ['#585e6f', 0.013066006]]",['무지'],['면'],['포켓'],3,0,1,6,0,-1,0,2,186,191,188,light,white,light,"[6, 2, 9, 1, 3, 13, 5, 0]","['폴리에스터', '폴리우레탄', '면']","[0, 2, 1]"
510, iron_do-with-cloth hand-wash-jp wring-jp_do-not bleach_do-not dry-kr_shadow,"[6, 9, 16, 3, 0]","['면', '폴리에스터']", 면_22%|폴리에스터_78%,캐주얼상의,0,0,스웨트셔츠,"[['#98a0a5', 0.98539245], ['#39373b', 0.014607533]]",['그래픽'],['면'],['null'],1,0,1,6,0,-1,0,2,152,160,165,light,dark,dark,"[6, 9, 16, 3, 0]","['면', '폴리에스터']","[1, 0]"
511, dry-kr_shadow dry-clean-kr_do hand-wash-jp bleach_do-not,"[0, 2, 9, 3]",['면'], COTTON_100%,캐주얼상의,0,2,스웨트셔츠,"[['#fae03c', 0.40760297], ['#f8de8d', 0.0720697], ['#f0dd9d', 0.04276663], ['#e1dbc8', 0.44904962], ['#323137', 0.017423442]]",['레터링'],['면'],['드롭숄더'],1,0,6,1,0,-1,2,0,250,224,60,light,dark,dark,"[0, 2, 9, 3]",['면'],[1]
512, dry-kr_shadow iron_do-not hand-wash-jp bleach_do-not,"[0, 21, 9, 3]","['나일론', '폴리에스터']", 나일론_100%|폴리에스터_100%,재킷,0,0,재킷,"[['#5f7278', 1.0]]",['체크'],['합성섬유'],"['퀼팅', '포켓']",4,0,4,7,0,-1,0,2,95,114,120,dark,dark,dark,"[0, 21, 9, 3]","['나일론', '폴리에스터']","[4, 0]"
514, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]",['면'], 면_100%,캐주얼상의,0,2,티셔츠,"[['#30658e', 0.70054764], ['#b5cedf', 0.27973714], ['#5c5d5b', 0.019715225]]",['그래픽'],['면'],['null'],2,0,7,2,0,-1,2,0,48,101,142,dark,dark,dark,"[6, 0, 9, 3]",['면'],[1]
515, iron_do-with-cloth flame-warn-kr bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow dry-clean-kr_do-not,"[6, 8, 3, 4, 5, 0, 7]","['나일론', '레이온']", 나일론_50%|레이온_50%,캐주얼상의,0,0,후드,"[['#cbd7d2', 0.9739761], ['#e2c1c0', 0.026023954]]",['무지'],['합성섬유'],"['후드', '셔링']",1,0,1,6,0,-1,0,2,203,215,210,light,dark,dark,"[6, 8, 3, 4, 5, 0, 7]","['나일론', '레이온']","[4, 8]"
516, dry-kr_shadow dry-clean-kr_do-not hand-wash-jp bleach_do-not,"[0, 7, 9, 3]","['폴리에스터', '면']", 폴리에스터_35%|면_65%,캐주얼상의,0,0,티셔츠,"[['#5d96bc', 0.97363085], ['#58646d', 0.026369167]]",['그래픽'],['면'],['null'],3,1,1,6,0,0,0,2,93,150,188,light,white,light,"[0, 7, 9, 3]","['폴리에스터', '면']","[0, 1]"
517, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]",['폴리에스터'], 폴리에스터_100%,캐주얼상의,0,2,티셔츠,"[['#b5ced4', 0.971285], ['#798ea4', 0.017946877], ['#677283', 0.010768127]]",['레터링'],['저지'],['null'],4,0,7,4,0,-1,2,0,181,206,212,light,dark,dark,"[6, 9, 3, 10, 0]",['폴리에스터'],[0]
519, iron_do-with-cloth dry-clean-kr_do bleach_do-not wash-jp_do tumble-dry_do-not dry-kr_shadow,"[6, 2, 3, 4, 5, 0]","['폴리에스터', '면']", 폴리에스터_32%|면_68%,캐주얼상의,0,0,스웨트셔츠,"[['#c9dcdc', 0.8907712], ['#2d3036', 0.062600836], ['#7a898f', 0.046627946]]",['그래픽'],['면'],['null'],3,0,1,6,0,-1,0,2,201,220,220,light,white,light,"[6, 2, 3, 4, 5, 0]","['폴리에스터', '면']","[0, 1]"
521, iron_do-with-cloth dry-clean-kr_do bleach_do-not wring-jp_do dry-kr_shadow,"[6, 2, 3, 10, 0]","['면', '나일론', '폴리우레탄']", COTTON_79%|NYLON_18%|SPAN_3%,청바지,3,3,청바지,"[['#7f8793', 0.8451782], ['#4e545b', 0.15482183]]",['무지'],['면'],"['포켓', '단추']",9,0,10,7,3,-1,3,2,127,135,147,light,dark,dark,"[6, 2, 3, 10, 0]","['면', '나일론', '폴리우레탄']","[1, 4, 2]"
522, iron_do-with-cloth hand-wash-jp bleach_do-not tumble-dry_do-not dry-kr_shadow,"[6, 9, 3, 5, 0]","['폴리에스터', '면']", 폴리에스터_40%|면_60%,셔츠,5,5,셔츠,"[['#edc373', 0.83588076], ['#c0ceda', 0.10473566], ['#d9caa5', 0.018291155], ['#bfa387', 0.012277625], ['#998456', 0.018291155]]",['무지'],['면'],"['단추', '포켓']",14,0,14,3,5,-1,5,0,237,195,115,light,white,light,"[6, 9, 3, 5, 0]","['폴리에스터', '면']","[0, 1]"
523, bleach-jp_do-not dry-kr_shadow wash-jp_do dry-clean-kr_do-not,"[13, 0, 4, 7]",['면'], COTTON_100%,캐주얼상의,0,0,티셔츠,"[['#c9dcdc', 0.8929215], ['#f3bbca', 0.04118404], ['#e1c6cc', 0.02960103], ['#879ba3', 0.02007722], ['#7a898f', 0.016216217]]",['레터링'],['저지'],['null'],4,0,4,7,0,-1,0,2,201,220,220,light,dark,dark,"[13, 0, 4, 7]",['면'],[1]
526, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]","['모', '폴리에스터', '폴리에스터', '모']", 모_100%|POLYESTER_100%|폴리에스터_100%|WOOL_100%,팬츠,3,3,슬랙스,"[['#a0bcd0', 0.9128042], ['#4ca5c7', 0.049826186], ['#4b5b6e', 0.025057938], ['#323137', 0.0123117035]]",['무지'],['면'],['포켓'],12,0,10,0,3,-1,3,-1,160,188,208,light,idk,light,"[6, 2, 27, 3, 0]","['모', '폴리에스터', '폴리에스터', '모']","[6, 0, 0, 6]"
527, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['폴리에스터', '면']", 폴리에스테르_40%|면_60%,팬츠,0,0,스웨트팬츠,"[['#4e6e81', 0.5874931], ['#9cc2c5', 0.20104223], ['#86a1a9', 0.1840373], ['#363838', 0.027427318]]",['무지'],['면'],['포켓'],2,0,2,7,0,-1,0,2,78,110,129,dark,dark,dark,"[6, 9, 3, 10, 0]","['폴리에스터', '면']","[0, 1]"
528, dry-clean-kr_do bleach_do tumble-dry_do wash-jp_do iron_do-not dry-clean-kr_do-not,"[2, 18, 19, 4, 21, 7]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#ec9abe', 0.7319436], ['#9f5069', 0.22665884], ['#895c79', 0.041397534]]",['도트'],['면'],['null'],3,0,1,6,0,-1,0,2,236,154,190,light,white,light,"[2, 18, 19, 4, 21, 7]",['면'],[1]
529, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not wring-jp_do tumble-dry_do-not,"[6, 2, 27, 3, 10, 5]","['모', '폴리에스터']", 모_20%|폴리에스터_80%,팬츠,3,3,스웨트팬츠,"[['#a9c0cb', 0.9802872], ['#39373b', 0.019712826]]",['무지'],['면'],"['포켓', '슬릿']",10,0,10,0,3,-1,3,-1,169,192,203,light,dark,dark,"[6, 2, 27, 3, 10, 5]","['모', '폴리에스터']","[6, 0]"
531, hand-wash dry_shadow iron_do bleach_do-not,"[25, 14, 1, 3]","['면', '폴리에스터']", cotton_35%|polyester_65%,재킷,3,3,바람막이,"[['#e5e790', 0.97796935], ['#c0cba1', 0.022030652]]",['무지'],['합성섬유'],['null'],11,0,11,8,3,-1,3,2,229,231,144,light,white,light,"[25, 14, 1, 3]","['면', '폴리에스터']","[1, 0]"
532, iron_do-with-cloth hand-wash-jp bleach_do-not wring-jp_do dry-kr_shadow,"[6, 9, 3, 10, 0]","['폴리에스터', '레이온', '폴리우레탄']", 폴리에스터_63%|레이온_32%|폴리우레탄_5%,블라우스,5,5,블라우스,"[['#9aa067', 0.8961272], ['#6e6e5c', 0.08951013], ['#434447', 0.014362657]]",['무지'],['면'],['단추'],14,0,14,3,5,-1,5,0,154,160,103,light,white,light,"[6, 9, 3, 10, 0]","['폴리에스터', '레이온', '폴리우레탄']","[0, 8, 2]"
533, dry-clean_do-not hand-wash-jp wring-jp_do-not iron_do bleach_do-not hand-wash tumble-dry_do-not dry-kr_shadow,"[17, 9, 16, 1, 3, 25, 5, 0]","['면', '폴리에스터']", 면_35%|폴리에스터_65%,셔츠,5,5,셔츠,"[['#5f6db0', 0.5697064], ['#badf30', 0.34590706], ['#c9d77e', 0.018082831], ['#b0c965', 0.017305074], ['#767ba5', 0.03849893]]",['무지'],['면'],['단추'],14,0,14,3,5,-1,5,0,95,109,176,dark,white,light,"[17, 9, 16, 1, 3, 25, 5, 0]","['면', '폴리에스터']","[1, 0]"
534, iron_do-with-cloth dry-clean_do-not dry-clean-kr_do dry_normal bleach_do-not iron_do-not dry-kr_shadow wash_do-gentle,"[6, 17, 2, 28, 3, 21, 0, 24]","['솜털', '깃털', '폴리에스터']", 오리솜털_70%|오리깃털_30%|폴리에스터_100%,패딩,1,4,패딩,"[['#b49f89', 0.7661751], ['#d5bb8e', 0.16960038], ['#5b5149', 0.033777356], ['#cfdbd1', 0.030447192]]",['무지'],['합성섬유'],"['퀼팅', '단추', '포켓']",5,0,13,5,1,-1,4,1,180,159,137,light,idk,light,"[6, 17, 2, 28, 3, 21, 0, 24]","['솜털', '깃털', '폴리에스터']","[3, 5, 0]"
536, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄', '폴리우레탄', '폴리에스터']", 폴리에스터_90%|폴리우레탄_5%|폴리우레탄_10%|폴리에스터_95%,재킷,2,0,바람막이,"[['#58646d', 1.0]]",['무지'],['합성섬유'],"['포켓', '라인']",6,0,1,6,2,-1,0,2,88,100,109,dark,dark,dark,"[6, 0, 9, 3]","['폴리에스터', '폴리우레탄', '폴리우레탄', '폴리에스터']","[0, 2, 2, 0]"
537, iron_do-with-cloth dry-kr_shadow wash_do bleach_do-not,"[6, 0, 23, 3]",['아크릴'], 아크릴_100%,캐주얼상의,3,3,티셔츠,"[['#0088b0', 0.7234619], ['#30658e', 0.1982786], ['#b1aab3', 0.056263946], ['#4e545b', 0.0109977685], ['#95c0cb', 0.0109977685]]",['무지'],['면'],['null'],11,0,11,8,3,-1,3,2,0,136,176,dark,white,light,"[6, 0, 23, 3]",['아크릴'],[10]
538, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not wring-jp_do tumble-dry_do-not,"[6, 2, 27, 3, 10, 5]","['나일론', '모']", 나일론_30%|모_70%,니트웨어,3,3,스웨터,"[['#c3dbd4', 0.9616474], ['#677283', 0.027541827], ['#39373b', 0.010810811]]",['무지'],['니트'],['null'],10,0,10,0,3,-1,3,-1,195,219,212,light,dark,dark,"[6, 2, 27, 3, 10, 5]","['나일론', '모']","[4, 6]"
539, iron_do-with-cloth dry-kr_shadow hand-wash-jp bleach_do-not,"[6, 0, 9, 3]","['폴리우레탄', '면']", 폴리우레탄_5%|면_95%,팬츠,0,2,치노팬츠,"[['#5c798e', 0.90629166], ['#008cc1', 0.060399704], ['#4e5055', 0.03330866]]",['무지'],['면'],['포켓'],2,0,7,2,0,-1,2,0,92,121,142,dark,dark,dark,"[6, 0, 9, 3]","['폴리우레탄', '면']","[2, 1]"
540, dry-clean-kr_do wash_do bleach_do-not wring-jp_do tumble-dry_do-not flame-warn-kr,"[2, 23, 3, 10, 5, 8]",['면'], 면_100%,캐주얼상의,0,0,티셔츠,"[['#f7cee0', 0.97113514], ['#897f98', 0.014709963], ['#ae90a7', 0.014154871]]",['그래픽'],['면'],['null'],1,0,1,6,0,-1,0,2,247,206,224,light,dark,dark,"[2, 23, 3, 10, 5, 8]",['면'],[1]
541, iron_do-with-cloth dry-clean-kr_do wash_do-not bleach_do-not dry-kr_shadow,"[6, 2, 27, 3, 0]","['모', '아크릴', '캐시미어']", 모_13%|아크릴_84%|캐시미어_3%,캐주얼상의,3,3,티셔츠,"[['#bfcdcc', 0.88246477], ['#7a898f', 0.014334128], ['#2d3036', 0.10320113]]",['무지'],['면'],['null'],9,0,9,0,3,-1,3,-1,191,205,204,light,dark,dark,"[6, 2, 27, 3, 0]","['모', '아크릴', '캐시미어']","[6, 10, 13]"
542, dry-clean_do dry-clean-kr_do iron_do dry_normal bleach_do-not wash_do-not dry_shadow,"[11, 2, 1, 28, 3, 27, 14]","['폴리에스터', '면', '폴리에스터']", 폴리에스터_40%|면_60%|폴리에스터_100%,코트,3,3,트렌치코트,"[['#84898c', 0.94387496], ['#4e545b', 0.056125022]]",['무지'],['합성섬유'],"['단추', '롤업', '벨트']",9,10,10,0,3,3,3,-1,132,137,140,light,dark,dark,"[11, 2, 1, 28, 3, 27, 14]","['폴리에스터', '면', '폴리에스터']","[0, 1, 0]"
